,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
380,@Fox,Sat May 02 03:55:56 +0000 2020,"First time in my tech career of 15 years I’m a shareholder (also, in a profitable company that has no debts to anyo… https://t.co/VDOPxLNrva",0.1779,0.107,0.812,0.081,81
381,@Fox,Sat May 02 01:17:23 +0000 2020,@yesidanderfer thank you! 🤗 keeping it real at my house 🙏🏻,0.68,0.285,0.715,0.0,82
382,@Fox,Fri May 01 23:46:31 +0000 2020,@MikeEsto thank you! 🙇🏻‍♀️,0.4199,0.237,0.763,0.0,83
383,@Fox,Fri May 01 23:39:47 +0000 2020,"@KaiBrach yeah, I was also surprised. I normally don’t answer calls from No Caller ID. the only reason why I did wa… https://t.co/QaQV0VbSoP",0.2263,0.156,0.76,0.084,84
384,@Fox,Fri May 01 23:25:56 +0000 2020,"It also included a free influenza and  rsv virus test, which I also don’t have. Thanks, Aussie healthcare! 😂🙏🏻",0.8553,0.284,0.663,0.052,85
385,@Fox,Fri May 01 22:49:01 +0000 2020,"Tested negative for corona 🙃 (I knew that would be the case, but followed the rules nonetheless!). 

Got a call abo… https://t.co/vYTQ8FpMpb",-0.3903,0.0,0.893,0.107,86
386,@Fox,Fri May 01 09:46:01 +0000 2020,"RT @calibreapp: We are proud to donate free performance monitoring to @COVID19Tracking.

The Covid Tracking Project is a volunteer organisa…",0.7506,0.262,0.738,0.0,87
387,@Fox,Thu Apr 30 23:11:33 +0000 2020,"@joelgascoigne seems like it’s a perfect strategy especially if there’s not much loss. 

we came to a conclusion th… https://t.co/OltLD96T2P",0.7999,0.324,0.676,0.0,88
388,@Fox,Thu Apr 30 23:07:31 +0000 2020,"@joelgascoigne sounds like a good decision! frankly, I’m operating at 40-50% of my normal productivity and forcing… https://t.co/kzCz2NcpIi",0.69,0.262,0.738,0.0,89
389,@Fox,Thu Apr 30 23:04:07 +0000 2020,@adamliaw sO mUcH tImE tO bE aNxIoUs aNd sTrEsSeD mIgHt pIcK uP a hObBy,-0.5267,0.0,0.732,0.268,90
390,@Fox,Thu Apr 30 22:58:31 +0000 2020,"@alicegoldfuss honestly, it does deserve a good punching. it’s a bit of an asshole",0.7096,0.33,0.67,0.0,91
391,@Fox,Thu Apr 30 22:56:26 +0000 2020,@alicegoldfuss My anxiety feels attacked lol,-0.2263,0.267,0.286,0.448,92
392,@Fox,Thu Apr 30 08:59:57 +0000 2020,@johnsyweb I had a hot toddy last week and it changed my life! ✨,0.3802,0.166,0.834,0.0,93
393,@Fox,Thu Apr 30 08:59:05 +0000 2020,"@meelijane thanks, Milly! ❤️",0.4926,0.444,0.556,0.0,94
394,@Fox,Thu Apr 30 08:57:33 +0000 2020,@NatDudley oh yeah. A pap is horrible for me. So there you go! Sound advice from your doc. 🙏🏻,-0.3802,0.082,0.778,0.14,95
395,@Fox,Thu Apr 30 08:42:39 +0000 2020,"@NatDudley yeah, that’s what I expected :( it’s really personal. welcome to the rona test club for me I guess?",0.3774,0.216,0.67,0.114,96
396,@Fox,Thu Apr 30 08:27:25 +0000 2020,"@edinbeth I mean, for me it wasn’t! Different people will have different experiences. I’m honestly really anxious a… https://t.co/t76kU4eI6k",0.2498,0.146,0.753,0.102,97
397,@Fox,Thu Apr 30 08:04:34 +0000 2020,@janl ❤️,0.0,0.0,1.0,0.0,98
398,@Fox,Thu Apr 30 08:04:28 +0000 2020,"@dgoodlad nope nope noooooooppeeeeeee. being next to one was stressful enough. although, not a lot of people were wearing masks!",-0.5562,0.0,0.841,0.159,99
399,@Fox,Thu Apr 30 08:03:45 +0000 2020,"Overall, it felt like a very smooth, organised, and even more so, safe experience. I’d urge anyone with any symptom… https://t.co/enyOUDEkJZ",0.6887,0.23,0.77,0.0,100
400,@NYTimes,Thu May 21 20:46:46 +0000 2020,"The two dams that failed in Michigan were rated “high hazard,” meaning that a failure could lead to deaths. About 1… https://t.co/TqOXXpiXNV",-0.765,0.0,0.752,0.248,1
401,@NYTimes,Thu May 21 20:40:08 +0000 2020,"""It’s a funny thing, Zooming with Spike Lee,"" writes @uugwuu. ""He’s remote, confined within a box within a box on y… https://t.co/VTlnWiNbpM",0.4404,0.121,0.879,0.0,2
402,@NYTimes,Thu May 21 20:30:04 +0000 2020,"Volkswagen has pulled and apologized for a racist ad. An executive said the “guilt of our company,” referring to it… https://t.co/u1QbJcT1mi",-0.4019,0.091,0.751,0.158,3
403,@NYTimes,Thu May 21 20:16:02 +0000 2020,Read more about the racial divide in how the coronavirus has hit nursing homes here https://t.co/51f6yZPlDu,0.0,0.0,1.0,0.0,4
404,@NYTimes,Thu May 21 20:15:23 +0000 2020,"The coronavirus has been infecting and killing people of color at disproportionately high rates in the U.S., data h… https://t.co/aLHWeW3opZ",-0.6597,0.0,0.812,0.188,5
405,@NYTimes,Thu May 21 20:13:45 +0000 2020,"In East Los Angeles, a worker at a nursing home where many residents are Latino said workers were not given masks u… https://t.co/kiktNMWIUL",0.0,0.0,1.0,0.0,6
406,@NYTimes,Thu May 21 20:11:50 +0000 2020,"In Baltimore County, workers at one nursing home where many residents are black said they were given rain ponchos a… https://t.co/MVOM5qXjBo",0.0,0.0,1.0,0.0,7
407,@NYTimes,Thu May 21 20:10:23 +0000 2020,"In the Chicago area, one man said he had to move his mother from a nursing home after she tested positive for the c… https://t.co/YtxlBPnT8H",0.5574,0.13,0.87,0.0,8
408,@NYTimes,Thu May 21 20:07:32 +0000 2020,"The New York Times teamed up with @baltimoresun, @LAist and @thesouthern to interview dozens of current and former… https://t.co/qsuUxD4AdJ",0.0,0.0,1.0,0.0,9
409,@NYTimes,Thu May 21 20:06:09 +0000 2020,"The racial disparity in nursing homes hit by the coronavirus existed no matter the size of the facility, its locati… https://t.co/IAXAOB8Of0",-0.0191,0.0,0.949,0.051,10
410,@NYTimes,Thu May 21 20:03:50 +0000 2020,More than 60% of nursing homes where at least a quarter of the residents are black or Latino have reported at least… https://t.co/dYGGBPyyEH,0.0,0.0,1.0,0.0,11
411,@NYTimes,Thu May 21 20:01:07 +0000 2020,Nursing homes with a significant number of black and Latino residents have been twice as likely to be hit by the co… https://t.co/NmUgCqYyX3,0.2732,0.129,0.871,0.0,12
412,@NYTimes,Thu May 21 19:40:03 +0000 2020,"In Opinion

""The forecast from researchers is grim: Warm weather alone will not control the virus in America or abr… https://t.co/2WAk6WdRVo",-0.5859,0.074,0.703,0.223,13
413,@NYTimes,Thu May 21 19:20:03 +0000 2020,"Two months into the coronavirus pandemic, nearly one in four New Yorkers is in need of food, Mayor Bill de Blasio s… https://t.co/bUhSsREi7w",0.0,0.0,1.0,0.0,14
414,@NYTimes,Thu May 21 19:00:08 +0000 2020,"The average number of daily new coronavirus cases worldwide over the past week — more than 91,000 — is higher than… https://t.co/HTWE56w0NN",0.0772,0.058,0.942,0.0,15
415,@NYTimes,Thu May 21 18:50:06 +0000 2020,"RT @jeannasmialek: Coronavirus ""poses the most serious threat to maximum employment and, potentially, to price stability that the United St…",-0.3551,0.112,0.678,0.21,16
416,@NYTimes,Thu May 21 18:40:03 +0000 2020,The scientist and former pharmaceutical executive leading President Trump’s efforts to develop a coronavirus vaccin… https://t.co/5buQ6vyhen,0.0,0.0,1.0,0.0,17
417,@NYTimes,Thu May 21 18:22:04 +0000 2020,"Breaking News: Facebook will allow many of its employees to permanently work from home, after the coronavirus spurr… https://t.co/mi5mPfQNK5",0.2263,0.095,0.905,0.0,18
418,@NYTimes,Thu May 21 18:20:02 +0000 2020,"Across the U.S., nearly 64,000 more people died than usual between March 15 and April 25, according to a New York T… https://t.co/0lS4T0HbEU",-0.5965,0.0,0.85,0.15,19
419,@NYTimes,Thu May 21 18:17:04 +0000 2020,"In Opinion

Former national security adviser and U.S. ambassador to the UN @AmbassadorRice is live now, discussing… https://t.co/9qXq2vwgOp",0.34,0.124,0.876,0.0,20
420,@NYTimes,Thu May 21 18:00:11 +0000 2020,There's generally less risk of spreading the coronavirus outdoors than indoors. But no activity is risk-free. Here… https://t.co/tF8gx9pAuK,-0.4945,0.0,0.792,0.208,21
421,@NYTimes,Thu May 21 17:57:58 +0000 2020,"“I hate to say it, but this is going to take longer and look grimmer than we thought,"" said one economist. https://t.co/zEeb2o5iGE",-0.6808,0.0,0.781,0.219,22
422,@NYTimes,Thu May 21 17:50:00 +0000 2020,"RT @TaylorLorenz: 1st there was the Hype House. Now, there's:

The Sway House
The Clubhouse
The Drip Crib
The Valley House
The Kids Next Do…",0.0,0.0,1.0,0.0,23
423,@NYTimes,Thu May 21 17:40:06 +0000 2020,Bureaucratic hurdles are making it difficult for U.S. hospitals to switch to new labs with more capacity to process… https://t.co/qwYQ3GmE8W,-0.3612,0.0,0.884,0.116,24
424,@NYTimes,Thu May 21 17:19:07 +0000 2020,"The modeling shows that as states reopen, outbreaks can easily get out of control unless infections are closely mon… https://t.co/2YlB0qKYpO",0.34,0.112,0.888,0.0,25
425,@NYTimes,Thu May 21 17:18:08 +0000 2020,"These are only estimates. It's impossible to know for certain the exact number of people who would have died.

But… https://t.co/m2S27nFWhJ",-0.296,0.136,0.72,0.144,26
426,@NYTimes,Thu May 21 17:17:15 +0000 2020,"The change is even more dramatic if social distancing had started 2 weeks earlier.

Under this scenario, nearly 54,… https://t.co/cP2cfxOqH2",0.0,0.0,1.0,0.0,27
427,@NYTimes,Thu May 21 17:16:14 +0000 2020,"If the same level of social distancing — like closing schools, staying home and avoiding restaurants and crowds — h… https://t.co/KoxyeyjX7S",0.0258,0.105,0.795,0.1,28
428,@NYTimes,Thu May 21 17:15:02 +0000 2020,Most social-distancing guidelines in the U.S. were not put in place until mid-March. This map shows how many people… https://t.co/co75IUu1aj,0.0,0.0,1.0,0.0,29
429,@NYTimes,Thu May 21 17:10:07 +0000 2020,Starting social distancing across the U.S. just a week earlier in March could have saved tens of thousands of lives… https://t.co/DPmge2JSBT,0.4215,0.123,0.877,0.0,30
430,@NYTimes,Thu May 21 17:05:20 +0000 2020,RT @NYTimesWordplay: It's Thursday! @iliza joins @debamlen and @thegridkid as they crush Andrew Kingsley's tricky puzzle. Click the video t…,-0.3595,0.0,0.838,0.162,31
431,@NYTimes,Thu May 21 16:54:07 +0000 2020,A divided U.S. Senate voted to approve John Ratcliffe as the next director of the nation’s spy agencies. The Texas… https://t.co/O4sUBPcGJx,0.0,0.0,1.0,0.0,32
432,@NYTimes,Thu May 21 16:50:02 +0000 2020,"RT @jacknicas: New York and other states tapped the entrepreneur and reality TV star @Bethenny Frankel to find them millions of masks. 

Sh…",0.0,0.0,1.0,0.0,33
433,@NYTimes,Thu May 21 16:40:06 +0000 2020,"Looking for something to read this summer? Here are 57 suggestions from @nytimesbooks to entertain you, offer escap… https://t.co/kv53ZGEIU9",0.3182,0.113,0.887,0.0,34
434,@NYTimes,Thu May 21 16:30:08 +0000 2020,"President Trump, who has mounted a yearslong attack on U.S. intelligence agencies, often veers off topic when being… https://t.co/J2CJSRZ1LN",0.0,0.134,0.733,0.134,35
435,@NYTimes,Thu May 21 16:10:03 +0000 2020,RT @MitchKSmith: Nursing homes with more black and Latino residents have been far likelier to get hit with the coronavirus than those that…,0.0,0.0,1.0,0.0,36
436,@NYTimes,Thu May 21 15:50:05 +0000 2020,"A gunman opened fire at a recently reopened shopping mall near Phoenix on Wednesday night, injuring 3 people and le… https://t.co/xYs8owhj0d",-0.34,0.0,0.893,0.107,37
437,@NYTimes,Thu May 21 15:45:08 +0000 2020,RT @caityweaver: 😩Why am I like this https://t.co/rCwEZmkJBE,0.1027,0.216,0.603,0.181,38
438,@NYTimes,Thu May 21 15:40:08 +0000 2020,"“Coney Island is the melting pot of humanity, but are people going to want that?”

This summer was supposed to be b… https://t.co/t53WqZYwH3",0.1154,0.062,0.938,0.0,39
439,@NYTimes,Thu May 21 15:30:02 +0000 2020,RT @PatcohenNYT: Million-person mistake on pandemic uninsurance numbers in Massachusetts cause by data entry mistake  --  actual numbers is…,-0.5859,0.0,0.78,0.22,40
440,@NYTimes,Thu May 21 15:20:02 +0000 2020,"“No one’s out here wanting to violate federal law,” said one thru-hiker who stayed on the Appalachian Trail, despit… https://t.co/5BF01LRvIj",-0.4939,0.0,0.856,0.144,41
441,@NYTimes,Thu May 21 15:10:05 +0000 2020,Here’s what to know about California's plan to ease restrictions during the coronavirus pandemic https://t.co/Vk0yWi9Wxc,0.3612,0.152,0.848,0.0,42
442,@NYTimes,Thu May 21 15:00:22 +0000 2020,Jo Rae Perkins won her primary campaign in Oregon as the QAnon conspiracy theory has continued to gain momentum in… https://t.co/3omfTBQkUG,0.5719,0.249,0.632,0.119,43
443,@NYTimes,Thu May 21 14:40:09 +0000 2020,You may need to worry about something other than coronavirus making you sick in your office whenever you finally re… https://t.co/D7XA67s825,-0.7351,0.0,0.754,0.246,44
444,@NYTimes,Thu May 21 14:31:11 +0000 2020,"RT @nytimesbooks: Looking for something to read this summer? We're here to help, with 57 new books that will entertain you and stretch your…",0.6124,0.185,0.815,0.0,45
445,@NYTimes,Thu May 21 14:20:04 +0000 2020,"""Istanbul’s curfew could never be a total shutdown. Its residents have lived through multiple military coups, siege… https://t.co/u6tTobefeC",0.0,0.0,1.0,0.0,46
446,@NYTimes,Thu May 21 14:11:07 +0000 2020,"Breaking News: China is pushing for sweeping new laws that would tighten its grip over Hong Kong, a move that could… https://t.co/RDMqzM5v4A",0.0,0.0,1.0,0.0,47
447,@NYTimes,Thu May 21 14:00:09 +0000 2020,"Cheryl Strayed talks to Joy Harjo, the U.S. poet laureate, about releasing fear and listening to your spiritual cou… https://t.co/RxRWomvQ7S",0.1531,0.152,0.72,0.128,48
448,@NYTimes,Thu May 21 13:59:47 +0000 2020,"Breaking News: President Trump plans to withdraw from a third major arms control accord, the latest indication that… https://t.co/R5E1L9BBVc",0.0,0.0,1.0,0.0,49
449,@NYTimes,Thu May 21 13:51:55 +0000 2020,"A gunman was stopped at a gate of the Naval Air Station Corpus Christi in Texas, officials said. A member of the ba… https://t.co/SeQiUVz8gz",-0.2263,0.0,0.924,0.076,50
450,@NYTimes,Thu May 21 13:40:04 +0000 2020,The British government’s easing of coronavirus lockdown restrictions coincided with the hottest week of the year. C… https://t.co/IBka1xB49N,0.25,0.105,0.895,0.0,51
451,@NYTimes,Thu May 21 13:38:16 +0000 2020,Breaking News: The actress Lori Loughlin and the designer Mossimo Giannulli agreed to plead guilty and serve prison… https://t.co/LzxQAQy2LE,-0.1779,0.096,0.776,0.128,52
452,@NYTimes,Thu May 21 13:20:04 +0000 2020,A British-Iranian woman who was granted temporary release from prison in Iran in March amid the pandemic has had he… https://t.co/ZCPqEvUYhb,-0.3182,0.082,0.782,0.136,53
453,@NYTimes,Thu May 21 13:12:10 +0000 2020,"RT @katie_thomas: Even as public officials have clamored for more tests, many labs are still not running at full capacity, the result of ou…",0.0,0.0,1.0,0.0,54
454,@NYTimes,Thu May 21 13:00:17 +0000 2020,"Paterson, a low-income New Jersey city of 150,000, has been a pioneer in creating a contact-tracing program to curb… https://t.co/l4J8Wlpfb6",0.296,0.104,0.896,0.0,55
455,@NYTimes,Thu May 21 12:45:50 +0000 2020,"RT @amyfiscus: To brief Trump is to brief a performer who is always on. 
To correct him is to be ignored. 
To bring up Russian interference…",-0.3182,0.0,0.916,0.084,56
456,@NYTimes,Thu May 21 12:40:04 +0000 2020,How the case of one 14-year-old could help doctors understand a frightening new illness linked to the coronavirus.… https://t.co/Rcu9EJMZH4,-0.4939,0.11,0.65,0.24,57
457,@NYTimes,Thu May 21 12:36:23 +0000 2020,"Breaking News: 2.4 million U.S. workers filed jobless claims last week even as curbs on businesses began lifting, b… https://t.co/nEf0Qo0f23",0.0,0.0,1.0,0.0,58
458,@NYTimes,Thu May 21 12:32:42 +0000 2020,"RT @PamelaPaulNYT: Escape into the pages of a good book this summer. We’ve rounded up the best thrillers, true crime, historical fiction, b…",0.802,0.383,0.512,0.105,59
459,@NYTimes,Thu May 21 12:20:09 +0000 2020,Beaches in New Jersey and Connecticut and on Long Island are preparing to partially and warily reopen for Memorial… https://t.co/3egWhl2K8b,0.0,0.0,1.0,0.0,60
460,@NYTimes,Thu May 21 12:13:50 +0000 2020,"Breaking News: Cyclone Amphan killed more than 80 people as it slammed into India and Bangladesh, officials said https://t.co/kZzeSKKSpZ",-0.6705,0.0,0.8,0.2,61
461,@NYTimes,Thu May 21 12:06:16 +0000 2020,"For today, May 21, here’s how to follow the latest on the coronavirus outbreak. 

🌎 Live updates from around the wo… https://t.co/dXWyxsLTFR",0.0,0.0,1.0,0.0,62
462,@NYTimes,Thu May 21 12:00:06 +0000 2020,An NFL player said he was sexually assaulted by a female passenger on a redeye flight in February. The player said… https://t.co/gOR4jqWKjE,-0.5267,0.0,0.861,0.139,63
463,@NYTimes,Thu May 21 11:40:03 +0000 2020,President Trump has insisted that the Republican convention is moving ahead for August despite the coronavirus. But… https://t.co/9NJVgSEkMj,0.0,0.0,1.0,0.0,64
464,@NYTimes,Thu May 21 11:25:02 +0000 2020,"In Opinion

If you care about the working poor, about racial justice, and about climate change, you have to stop ea… https://t.co/mNTyE3aK4L",0.3182,0.221,0.602,0.177,65
465,@NYTimes,Thu May 21 11:16:11 +0000 2020,"RT @nytimesbooks: It's here! 57 of the latest thrillers, romance novels, cookbooks and more. We promise they'll entertain you, offer escape…",0.8347,0.367,0.633,0.0,66
466,@NYTimes,Thu May 21 11:12:30 +0000 2020,"Cyclone Amphan tore through eastern India and Bangladesh, killing at least 22 people. But a combination of an impre… https://t.co/BjORdS3Pj8",-0.4019,0.0,0.876,0.124,67
467,@NYTimes,Thu May 21 10:40:07 +0000 2020,Here's a rundown of the highlights worth watching from late-night TV https://t.co/2Cjtr7a5NC,0.2263,0.147,0.853,0.0,68
468,@NYTimes,Thu May 21 10:20:04 +0000 2020,"""Nancy Pelosi, master of the statement coat, canny strategist of the suffragist pantsuit, has also become the leade… https://t.co/PuRMATdi2E",0.0,0.0,1.0,0.0,69
469,@NYTimes,Thu May 21 10:00:08 +0000 2020,"The former pro wrestler Shad Gaspard, 39, was caught in a rip current with his 10-year-old son on Sunday. His last… https://t.co/JEfJi9e9NI",0.0,0.0,1.0,0.0,70
470,@NYTimes,Thu May 21 09:40:03 +0000 2020,"China is holding is biggest event of the political season, the National People's Congress. Expect more pomp and pro… https://t.co/sEfeGKrQ10",0.0,0.0,1.0,0.0,71
471,@NYTimes,Thu May 21 09:30:06 +0000 2020,"A prototype vaccine has protected monkeys from the coronavirus, researchers reported on Wednesday, a finding that o… https://t.co/pDdv6goX6n",0.4404,0.146,0.854,0.0,72
472,@NYTimes,Thu May 21 09:20:03 +0000 2020,"Now that quarantine is just how we will live for the foreseeable future, how do you disconnect? The Zoom fatigue ha… https://t.co/CC0xvDwLGb",-0.25,0.0,0.913,0.087,73
473,@NYTimes,Thu May 21 09:00:09 +0000 2020,"RT @jotted: We've seen this movie: It's pitched as a sure bet. Investors learn it's not. They lose their shirts &amp; complain, the police clam…",0.2635,0.157,0.757,0.086,74
474,@NYTimes,Thu May 21 08:40:02 +0000 2020,Coronavirus infections have dropped sharply in Paris following a strict 2-month lockdown and a growing contact trac… https://t.co/YKWTHBIo9t,0.1779,0.091,0.909,0.0,75
475,@NYTimes,Thu May 21 08:20:04 +0000 2020,"Compared with the well-understood dangers of ultraviolet light (skin aging and cancer), science isn’t settled on th… https://t.co/D86sbHIFtj",-0.8225,0.0,0.678,0.322,76
476,@NYTimes,Thu May 21 08:00:07 +0000 2020,Commercial mills produce nearly 4 million tons of flour each year in Britain. With much of the country stuck at hom… https://t.co/8L8rX52raN,-0.25,0.0,0.913,0.087,77
477,@NYTimes,Thu May 21 07:40:03 +0000 2020,"After new coronavirus outbreaks in the northeast, Chinese officials have sequestered hundreds of thousands of peopl… https://t.co/fyEVHoOypS",0.0,0.0,1.0,0.0,78
478,@NYTimes,Thu May 21 07:20:06 +0000 2020,Here are 4 techniques that scientists are using to try to develop a coronavirus vaccine https://t.co/OiFiJ3tWTp,0.0,0.0,1.0,0.0,79
479,@NYTimes,Thu May 21 07:00:06 +0000 2020,Europe morning briefing: Here's what you need to know to start your day https://t.co/g0MFoLczAW,0.0,0.0,1.0,0.0,80
480,@NYTimes,Thu May 21 06:50:03 +0000 2020,"RT @nytimesworld: Nazanin Zaghari-Ratcliffe, who was granted temporary release from prison in Iran in March amid the coronavirus pandemic,…",-0.3182,0.09,0.762,0.148,81
481,@NYTimes,Thu May 21 06:40:04 +0000 2020,"“When will this end? And if it ever does, will I be OK?!” It’s normal to feel a sense of hopelessness and lonelines… https://t.co/mkExyuoiWc",-0.6958,0.0,0.829,0.171,82
482,@NYTimes,Thu May 21 06:20:03 +0000 2020,"China’s leader, Xi Jinping, whose youth was full of adversity, is trying to make the case that China and the Commun… https://t.co/2u2Yw3Rd4U",-0.4215,0.0,0.882,0.118,83
483,@NYTimes,Thu May 21 06:00:10 +0000 2020,The pandemic seemed to pass over Singapore. Then the government was blindsided by an outbreak among poor migrant wo… https://t.co/WsCDlg5lPl,-0.4767,0.0,0.86,0.14,84
484,@NYTimes,Thu May 21 05:40:05 +0000 2020,A New Zealand woman has received a rare exemption to strict travel bans in order to visit her dying sister in Austr… https://t.co/tfM8W4Zabm,0.0,0.0,1.0,0.0,85
485,@NYTimes,Thu May 21 05:30:07 +0000 2020,"RT @nytopinion: ""Polio’s full story should make us wary of promises that we will soon have the coronavirus under control with a vaccine,"" w…",0.3818,0.102,0.898,0.0,86
486,@NYTimes,Thu May 21 05:20:01 +0000 2020,The coronavirus pandemic has produced a somber Thursday ritual: the tally of unemployment claims across the United… https://t.co/8De5KIzXAe,-0.6908,0.0,0.737,0.263,87
487,@NYTimes,Thu May 21 05:00:01 +0000 2020,An NFL player is suing United Airlines after saying he was sexually assaulted by a female passenger on a redeye fli… https://t.co/WUtRUqwZXR,-0.4019,0.103,0.696,0.201,88
488,@NYTimes,Thu May 21 04:40:02 +0000 2020,The 2 dams that failed in Michigan on Tuesday are among at least 170 dams in the state that are classified as havin… https://t.co/asAEU33C3U,-0.5106,0.0,0.875,0.125,89
489,@NYTimes,Thu May 21 04:30:04 +0000 2020,"RT @MujMash: ""The combination of an impressive evacuation effort and the storm weakening as it swirled onto land seems to have spared many…",0.25,0.124,0.789,0.086,90
490,@NYTimes,Thu May 21 04:20:36 +0000 2020,Read updates in Chinese: 新冠病毒疫情最新消息 https://t.co/lKJwwba3If,0.0,0.0,1.0,0.0,91
491,@NYTimes,Thu May 21 04:20:07 +0000 2020,"—Lockdown, then evacuation: The pandemic and natural disasters are dealing a one-two punch
—Mexico has acknowledged… https://t.co/DCs6TuT5rk",-0.2732,0.118,0.711,0.171,92
492,@NYTimes,Thu May 21 04:00:09 +0000 2020,Countries around the world are taking different approaches as they give guidelines on reopening — from work to play https://t.co/IvV58hMUL9,0.34,0.112,0.888,0.0,93
493,@NYTimes,Thu May 21 03:40:06 +0000 2020,Joe Biden blasted the Republican response to President Trump’s firings of a string of inspectors general in recent… https://t.co/b0c2vj2L6B,0.0,0.0,1.0,0.0,94
494,@NYTimes,Thu May 21 03:20:03 +0000 2020,"Federal regulators warned for years that a dam in Michigan could rupture. On Tuesday, the dam gave way, sending a t… https://t.co/yeOnrJ0E8g",-0.2732,0.0,0.909,0.091,95
495,@NYTimes,Thu May 21 03:10:02 +0000 2020,"RT @sona: Santa Barbara, San Luis Obispo, Ventura and Kings are among the 36 CA counties that can now move forward with next phase of reope…",0.0,0.0,1.0,0.0,96
496,@NYTimes,Thu May 21 03:00:07 +0000 2020,President Trump on Wednesday made false claims about voter fraud https://t.co/xm8qXwp4Ki,-0.5859,0.0,0.725,0.275,97
497,@NYTimes,Thu May 21 02:40:05 +0000 2020,"Alternate-side parking rules in New York City are inevitable — pandemic or not
https://t.co/45Ab2dH7ro",0.0,0.0,1.0,0.0,98
498,@NYTimes,Thu May 21 02:20:04 +0000 2020,"RT @smervosh: All 50 states are reopening to varying degrees, some far more than others. The consequences may only be seen in the coming we…",0.0,0.0,1.0,0.0,99
499,@NYTimes,Thu May 21 02:05:03 +0000 2020,"Michael Cohen will be released from a federal prison on Thursday on furlough, a Bureau of Prisons spokeswoman said.… https://t.co/SxvXFqgbeb",-0.5106,0.0,0.852,0.148,100
